"Equipment","MaintKind","StopStart","ReStart","StopHours","Manpower","Factory","Line","DeptCode"
"Oiler","대수리","2016-09-23","2016-09-30","168","","1POL","유처리라인","SEO26FF"
"Oil Filtration Unit","대수리","2016-09-23","2016-09-30","168","","1POL","유처리라인","SEO26FF"
"Tension Reel","대수리","2016-09-23","2016-09-30","168","","1POL","POL 출측라인","SEO26FF"
"Recoiler","대수리","2016-09-23","2016-09-30","168","","1POL","POL 코일 재권취라인","SEO26FF"
"Uncoiler","대수리","2016-09-23","2016-09-30","168","","1POL","POL 코일 재권취라인","SEO26FF"
"Crop Shear","대수리","2016-09-23","2016-09-30","168","","1POL","POL 코일 절단·분할라인","SEO26FF"
"Slitter","대수리","2016-09-23","2016-09-30","168","","1POL","POL 코일 절단·분할라인","SEO26FF"
"Coil Transfer Car","대수리","2016-09-23","2016-09-30","168","","1POL","POL 코일 저장·출하라인","SEO26FF"
"Roll Grinding Machine","대수리","2016-09-23","2016-09-30","168","","1POL","롤 연삭라인","SEO26FF"
"Roll Change Car","대수리","2016-09-23","2016-09-30","168","","1POL","롤 조립·교체라인","SEO26FF"
"Lubrication Unit","대수리","2016-09-23","2016-09-30","168","","1POL","압연유·윤활유 공급라인","SEO26FF"
"Cooling Water Pump","대수리","2016-09-23","2016-09-30","168","","1POL","냉각수 순환라인","SEO26FF"
"Cooling Tower","대수리","2016-09-23","2016-09-30","168","","1POL","냉각수 순환라인","SEO26FF"
"Wastewater Treatment Tank","대수리","2016-09-23","2016-09-30","168","","1POL","폐수·산세액 처리라인","SEO26FF"
"Acid Regeneration Plant","대수리","2016-09-23","2016-09-30","168","","1POL","산세 산액 재생라인","SEO26FF"
"Scale Pit","대수리","2016-09-23","2016-09-30","168","","1POL","열연 공정 배수·슬러지 처리라인","SEO26FF"
"Sludge Dewatering Unit","대수리","2016-09-23","2016-09-30","168","","1POL","열연 공정 배수·슬러지 처리라인","SEO26FF"
"Overhead Crane","대수리","2016-09-23","2016-09-30","168","","1POL","코일 야드 운영라인","SEO26FF"
"Entry Coil Car","대수리","2016-09-23","2016-09-30","168","","1POL","산세 입측라인","SEO26FF"
"Payoff Reel","대수리","2016-09-23","2016-09-30","168","","1POL","산세 입측라인","SEO26FF"
"Entry Pinch Roll","대수리","2016-09-23","2016-09-30","168","","1POL","산세 입측라인","SEO26FF"
"Coil Uncoiler","대수리","2016-09-23","2016-09-30","168","","1POL","산세 전 코일 준비라인","SEO26FF"
"Coil Opener","대수리","2016-09-23","2016-09-30","168","","1POL","산세 전 코일 준비라인","SEO26FF"
"Coil Preparation Table","대수리","2016-09-23","2016-09-30","168","","1POL","산세 전 코일 준비라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-07-18","2014-07-18","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-07-18","2014-07-18","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-07-18","2014-07-18","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-07-22","2014-07-22","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-07-22","2014-07-22","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-07-22","2014-07-22","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-07-30","2014-07-30","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-07-30","2014-07-30","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-07-30","2014-07-30","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-08-13","2014-08-13","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-08-13","2014-08-13","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-08-13","2014-08-13","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-08-22","2014-08-22","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-08-22","2014-08-22","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-08-22","2014-08-22","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-08-29","2014-08-29","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-08-29","2014-08-29","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-08-29","2014-08-29","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-09-11","2014-09-11","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-09-11","2014-09-11","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-09-11","2014-09-11","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-09-16","2014-09-16","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-09-16","2014-09-16","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-09-16","2014-09-16","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-09-30","2014-09-30","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-09-30","2014-09-30","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-09-30","2014-09-30","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-10-06","2014-10-06","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-10-06","2014-10-06","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-10-06","2014-10-06","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-10-15","2014-10-15","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-10-15","2014-10-15","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-10-15","2014-10-15","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-10-29","2014-10-29","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-10-29","2014-10-29","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-10-29","2014-10-29","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-11-06","2014-11-06","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-11-06","2014-11-06","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-11-06","2014-11-06","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-11-12","2014-11-12","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-11-12","2014-11-12","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-11-12","2014-11-12","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-11-25","2014-11-25","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-11-25","2014-11-25","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-11-25","2014-11-25","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-12-08","2014-12-08","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-12-08","2014-12-08","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-12-08","2014-12-08","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2014-12-29","2014-12-29","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2014-12-29","2014-12-29","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2014-12-29","2014-12-29","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-01-08","2015-01-08","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-01-08","2015-01-08","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-01-08","2015-01-08","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-01-16","2015-01-16","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-01-16","2015-01-16","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-01-16","2015-01-16","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-02-06","2015-02-06","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-02-06","2015-02-06","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-02-06","2015-02-06","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-02-13","2015-02-13","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-02-13","2015-02-13","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-02-13","2015-02-13","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-02-16","2015-02-16","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-02-16","2015-02-16","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-02-16","2015-02-16","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-03-03","2015-03-03","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-03-03","2015-03-03","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-03-03","2015-03-03","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-03-19","2015-03-19","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-03-19","2015-03-19","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-03-19","2015-03-19","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-03-26","2015-03-26","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-03-26","2015-03-26","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-03-26","2015-03-26","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-04-02","2015-04-02","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-04-02","2015-04-02","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-04-02","2015-04-02","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-04-09","2015-04-09","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-04-09","2015-04-09","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-04-09","2015-04-09","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-04-21","2015-04-21","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-04-21","2015-04-21","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-04-21","2015-04-21","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-04-30","2015-04-30","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-04-30","2015-04-30","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-04-30","2015-04-30","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-05-08","2015-05-08","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-05-08","2015-05-08","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-05-08","2015-05-08","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-05-21","2015-05-21","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-05-21","2015-05-21","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-05-21","2015-05-21","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-05-28","2015-05-28","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-05-28","2015-05-28","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-05-28","2015-05-28","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-06-04","2015-06-04","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-06-04","2015-06-04","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-06-04","2015-06-04","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-06-16","2015-06-16","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-06-16","2015-06-16","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-06-16","2015-06-16","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-06-23","2015-06-23","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-06-23","2015-06-23","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-06-23","2015-06-23","10","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-07-02","2015-07-02","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-07-02","2015-07-02","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-07-02","2015-07-02","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-07-17","2015-07-17","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-07-17","2015-07-17","7","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-07-17","2015-07-17","7","142","4열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2015-07-24","2015-07-24","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2015-07-24","2015-07-24","10","142","4열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2015-07-24","2015-07-24","10","142","4열연","슬래브 야드라인","SEO26FF"
